5102669016734665|12|2028|975
5102669016734327|12|2028|975
5102669016733485|12|2028|975
5102669016735217|12|2028|975
5102669016737460|12|2028|975
5102669016730010|12|2028|975
5102669016736686|12|2028|975
5102669016738245|12|2028|975
5102669016731687|12|2028|975
5102669016733865|12|2028|975
5102669016733600|12|2028|975
5102669016736264|12|2028|975
5102669016735704|12|2028|975
5102669016730531|12|2028|975
5102669016730572|12|2028|975
5102669016737247|12|2028|975
5102669016737106|12|2028|975
5102669016738302|12|2028|975
5102669016732578|12|2028|975
5102669016730614|12|2028|975
5102669016734160|12|2028|975
5102669016730416|12|2028|975
5102669016730101|12|2028|975
5102669016735472|12|2028|975
5102669016731034|12|2028|975
5102669016733782|12|2028|975
5102669016736447|12|2028|975
5102669016730010|12|2028|975
5102669016735308|12|2028|975
5102669016738153|12|2028|975
5102669016735258|12|2028|975
5102669016730135|12|2028|975
5102669016731364|12|2028|975
5102669016737635|12|2028|975
5102669016730770|12|2028|975
5102669016734723|12|2028|975
5102669016738773|12|2028|975
5102669016733345|12|2028|975
5102669016730630|12|2028|975
5102669016733543|12|2028|975
5102669016731257|12|2028|975
5102669016730531|12|2028|975
5102669016737247|12|2028|975
5102669016736603|12|2028|975
5102669016733360|12|2028|975
5102669016733212|12|2028|975
5102669016737700|12|2028|975
5102669016733055|12|2028|975
5102669016733006|12|2028|975
5102669016733154|12|2028|975
5102669016733717|12|2028|975
5102669016731141|12|2028|975
5102669016734681|12|2028|975
5102669016735241|12|2028|975
5102669016731018|12|2028|975
5102669016735548|12|2028|975
5102669016737346|12|2028|975
5102669016736447|12|2028|975
5102669016737437|12|2028|975
5102669016734228|12|2028|975
5102669016731026|12|2028|975
5102669016734533|12|2028|975
5102669016737262|12|2028|975
5102669016730135|12|2028|975
5102669016731638|12|2028|975
5102669016733873|12|2028|975
5102669016732115|12|2028|975
5102669016738864|12|2028|975
5102669016737841|12|2028|975
5102669016733881|12|2028|975
5102669016734715|12|2028|975
5102669016734723|12|2028|975
5102669016735241|12|2028|975
5102669016734855|12|2028|975
5102669016738500|12|2028|975
5102669016732610|12|2028|975
5102669016735654|12|2028|975
5102669016738377|12|2028|975
5102669016731570|12|2028|975
5102669016732644|12|2028|975
5102669016734186|12|2028|975
5102669016737585|12|2028|975
5102669016734202|12|2028|975
5102669016734335|12|2028|975
5102669016736033|12|2028|975
5102669016732552|12|2028|975
5102669016738476|12|2028|975
5102669016730614|12|2028|975
5102669016730028|12|2028|975
5102669016734814|12|2028|975
5102669016737544|12|2028|975
5102669016732230|12|2028|975
5102669016738070|12|2028|975
5102669016731265|12|2028|975
5102669016734251|12|2028|975
5102669016737627|12|2028|975
5102669016737122|12|2028|975
5102669016731307|12|2028|975
5102669016734400|12|2028|975
5102669016733774|12|2028|975
